ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Meta: _wpcom_is_markdown,Download 1 name,Download 1 URL,Download 2 name,Download 2 URL
876,variation,MSH04-36-Gray,Torque Power Short-36-Gray,1,0,visible,,"<p>Take a turn in the Torque Power Short and enjoy the smooth, motion-friendly stretch and sweat-wicking, UV-protective material. You'll stay cool, dry and energized miles later.</p> <p>&bull; Light gray shorts.<br />&bull; Fitted design. <br />&bull; Elastic waistband. <br />&bull; Flat-seam construction. <br />&bull; 7"" inseam. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,32.5,Clothing>Men>Bottoms>Shorts,,,"http://eimages.valtim.com/acme-images/product/m/s/msh04-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh04-gray_back.jpg",,,MSH04,,,,,,,Size,36,Color,Gray,,,,,,,,,,,
877,variation,MSH04-36-Purple,Torque Power Short-36-Purple,1,0,visible,,"<p>Take a turn in the Torque Power Short and enjoy the smooth, motion-friendly stretch and sweat-wicking, UV-protective material. You'll stay cool, dry and energized miles later.</p> <p>&bull; Light gray shorts.<br />&bull; Fitted design. <br />&bull; Elastic waistband. <br />&bull; Flat-seam construction. <br />&bull; 7"" inseam. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,32.5,Clothing>Men>Bottoms>Shorts,,,http://eimages.valtim.com/acme-images/product/m/s/msh04-purple_main.jpg,,,MSH04,,,,,,,Size,36,Color,Purple,,,,,,,,,,,
878,variation,MSH04-36-Yellow,Torque Power Short-36-Yellow,1,0,visible,,"<p>Take a turn in the Torque Power Short and enjoy the smooth, motion-friendly stretch and sweat-wicking, UV-protective material. You'll stay cool, dry and energized miles later.</p> <p>&bull; Light gray shorts.<br />&bull; Fitted design. <br />&bull; Elastic waistband. <br />&bull; Flat-seam construction. <br />&bull; 7"" inseam. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,32.5,Clothing>Men>Bottoms>Shorts,,,http://eimages.valtim.com/acme-images/product/m/s/msh04-yellow_main.jpg,,,MSH04,,,,,,,Size,36,Color,Yellow,,,,,,,,,,,
892,variable,MSH05,Hawkeye Yoga Short,1,0,visible,This is a variable product called a Hawkeye Yoga Short,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,0,0,0,,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_back.jpg",,,,,,,,,,Size,32|33|34|36,Color,Black|Blue|Gray,,,,,,,,,,,
880,variation,MSH05-32-Black,Hawkeye Yoga Short-32-Black,1,0,visible,,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,100,0,0,1,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh05-black_main.jpg,,,MSH05,,,,,,,Size,32,Color,Black,,,,,,,,,,,
881,variation,MSH05-32-Blue,Hawkeye Yoga Short-32-Blue,1,0,visible,,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,100,0,0,1,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh05-blue_main.jpg,,,MSH05,,,,,,,Size,32,Color,Blue,,,,,,,,,,,
882,variation,MSH05-32-Gray,Hawkeye Yoga Short-32-Gray,1,0,visible,,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,100,0,0,1,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_back.jpg",,,MSH05,,,,,,,Size,32,Color,Gray,,,,,,,,,,,
883,variation,MSH05-33-Black,Hawkeye Yoga Short-33-Black,1,0,visible,,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,100,0,0,1,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh05-black_main.jpg,,,MSH05,,,,,,,Size,33,Color,Black,,,,,,,,,,,
884,variation,MSH05-33-Blue,Hawkeye Yoga Short-33-Blue,1,0,visible,,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,100,0,0,1,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh05-blue_main.jpg,,,MSH05,,,,,,,Size,33,Color,Blue,,,,,,,,,,,
885,variation,MSH05-33-Gray,Hawkeye Yoga Short-33-Gray,1,0,visible,,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,100,0,0,1,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_back.jpg",,,MSH05,,,,,,,Size,33,Color,Gray,,,,,,,,,,,
886,variation,MSH05-34-Black,Hawkeye Yoga Short-34-Black,1,0,visible,,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,100,0,0,1,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh05-black_main.jpg,,,MSH05,,,,,,,Size,34,Color,Black,,,,,,,,,,,
887,variation,MSH05-34-Blue,Hawkeye Yoga Short-34-Blue,1,0,visible,,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,100,0,0,1,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh05-blue_main.jpg,,,MSH05,,,,,,,Size,34,Color,Blue,,,,,,,,,,,
888,variation,MSH05-34-Gray,Hawkeye Yoga Short-34-Gray,1,0,visible,,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,100,0,0,1,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_back.jpg",,,MSH05,,,,,,,Size,34,Color,Gray,,,,,,,,,,,
889,variation,MSH05-36-Black,Hawkeye Yoga Short-36-Black,1,0,visible,,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,100,0,0,1,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh05-black_main.jpg,,,MSH05,,,,,,,Size,36,Color,Black,,,,,,,,,,,
890,variation,MSH05-36-Blue,Hawkeye Yoga Short-36-Blue,1,0,visible,,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,100,0,0,1,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh05-blue_main.jpg,,,MSH05,,,,,,,Size,36,Color,Blue,,,,,,,,,,,
891,variation,MSH05-36-Gray,Hawkeye Yoga Short-36-Gray,1,0,visible,,"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p> <p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,,,,1,100,0,0,1,,,,1,,,29,Clothing>Men>Bottoms>Shorts|Clothing>Collections>Performance Fabrics|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh05-gray_back.jpg",,,MSH05,,,,,,,Size,36,Color,Gray,,,,,,,,,,,
905,variable,MSH06,Lono Yoga Short,1,0,visible,This is a variable product called a Lono Yoga Short,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,0,0,0,,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_back.jpg",,,,,,,,,,Size,32|33|34|36,Color,Blue|Gray|Red,,,,,,,,,,,
893,variation,MSH06-32-Blue,Lono Yoga Short-32-Blue,1,0,visible,,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,100,0,0,1,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh06-blue_main.jpg,,,MSH06,,,,,,,Size,32,Color,Blue,,,,,,,,,,,
894,variation,MSH06-32-Gray,Lono Yoga Short-32-Gray,1,0,visible,,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,100,0,0,1,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_back.jpg",,,MSH06,,,,,,,Size,32,Color,Gray,,,,,,,,,,,
895,variation,MSH06-32-Red,Lono Yoga Short-32-Red,1,0,visible,,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,100,0,0,1,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh06-red_main.jpg,,,MSH06,,,,,,,Size,32,Color,Red,,,,,,,,,,,
896,variation,MSH06-33-Blue,Lono Yoga Short-33-Blue,1,0,visible,,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,100,0,0,1,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh06-blue_main.jpg,,,MSH06,,,,,,,Size,33,Color,Blue,,,,,,,,,,,
897,variation,MSH06-33-Gray,Lono Yoga Short-33-Gray,1,0,visible,,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,100,0,0,1,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_back.jpg",,,MSH06,,,,,,,Size,33,Color,Gray,,,,,,,,,,,
898,variation,MSH06-33-Red,Lono Yoga Short-33-Red,1,0,visible,,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,100,0,0,1,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh06-red_main.jpg,,,MSH06,,,,,,,Size,33,Color,Red,,,,,,,,,,,
899,variation,MSH06-34-Blue,Lono Yoga Short-34-Blue,1,0,visible,,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,100,0,0,1,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh06-blue_main.jpg,,,MSH06,,,,,,,Size,34,Color,Blue,,,,,,,,,,,
900,variation,MSH06-34-Gray,Lono Yoga Short-34-Gray,1,0,visible,,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,100,0,0,1,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_back.jpg",,,MSH06,,,,,,,Size,34,Color,Gray,,,,,,,,,,,
901,variation,MSH06-34-Red,Lono Yoga Short-34-Red,1,0,visible,,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,100,0,0,1,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh06-red_main.jpg,,,MSH06,,,,,,,Size,34,Color,Red,,,,,,,,,,,
902,variation,MSH06-36-Blue,Lono Yoga Short-36-Blue,1,0,visible,,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,100,0,0,1,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh06-blue_main.jpg,,,MSH06,,,,,,,Size,36,Color,Blue,,,,,,,,,,,
903,variation,MSH06-36-Gray,Lono Yoga Short-36-Gray,1,0,visible,,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,100,0,0,1,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh06-gray_back.jpg",,,MSH06,,,,,,,Size,36,Color,Gray,,,,,,,,,,,
904,variation,MSH06-36-Red,Lono Yoga Short-36-Red,1,0,visible,,"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p> <p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>",,,,,1,100,0,0,1,,,,1,,,32,Clothing>Men>Bottoms>Shorts|Clothing>Collections>New Luma Yoga Collection|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh06-red_main.jpg,,,MSH06,,,,,,,Size,36,Color,Red,,,,,,,,,,,
918,variable,MSH07,Rapha  Sports Short,1,0,visible,This is a variable product called a Rapha  Sports Short,"<p>For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.</p> <p>&bull; Black shorts with royal accents.<br />&bull; Compression liner. <br />&bull; Inseam: 8"". <br />&bull; Machine wash/dry.</p>",,,,,1,0,0,0,,,,,1,,,35,Clothing>Men>Bottoms>Shorts|Clothing>Promotions>Men Sale|Clothing>Collections>Erin Recommends|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh07-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh07-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh07-black_back.jpg",,,,,,,,,,Size,32|33|34|36,Color,Black|Blue|Purple,,,,,,,,,,,
906,variation,MSH07-32-Black,Rapha  Sports Short-32-Black,1,0,visible,,"<p>For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.</p> <p>&bull; Black shorts with royal accents.<br />&bull; Compression liner. <br />&bull; Inseam: 8"". <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,35,Clothing>Men>Bottoms>Shorts|Clothing>Promotions>Men Sale|Clothing>Collections>Erin Recommends|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh07-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh07-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh07-black_back.jpg",,,MSH07,,,,,,,Size,32,Color,Black,,,,,,,,,,,
907,variation,MSH07-32-Blue,Rapha  Sports Short-32-Blue,1,0,visible,,"<p>For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.</p> <p>&bull; Black shorts with royal accents.<br />&bull; Compression liner. <br />&bull; Inseam: 8"". <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,35,Clothing>Men>Bottoms>Shorts|Clothing>Promotions>Men Sale|Clothing>Collections>Erin Recommends|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh07-blue_main.jpg,,,MSH07,,,,,,,Size,32,Color,Blue,,,,,,,,,,,
908,variation,MSH07-32-Purple,Rapha  Sports Short-32-Purple,1,0,visible,,"<p>For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.</p> <p>&bull; Black shorts with royal accents.<br />&bull; Compression liner. <br />&bull; Inseam: 8"". <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,35,Clothing>Men>Bottoms>Shorts|Clothing>Promotions>Men Sale|Clothing>Collections>Erin Recommends|Clothing,,,http://eimages.valtim.com/acme-images/product/m/s/msh07-purple_main.jpg,,,MSH07,,,,,,,Size,32,Color,Purple,,,,,,,,,,,
909,variation,MSH07-33-Black,Rapha  Sports Short-33-Black,1,0,visible,,"<p>For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.</p> <p>&bull; Black shorts with royal accents.<br />&bull; Compression liner. <br />&bull; Inseam: 8"". <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,35,Clothing>Men>Bottoms>Shorts|Clothing>Promotions>Men Sale|Clothing>Collections>Erin Recommends|Clothing,,,"http://eimages.valtim.com/acme-images/product/m/s/msh07-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh07-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/s/msh07-black_back.jpg",,,MSH07,,,,,,,Size,33,Color,Black,,,,,,,,,,,
